Lifeform,Taxon,TPLName,family,order,class,clade,group,F,K,L,N,R,T
Hemicryptophyte,Mentha arvensis,Mentha arvensis,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,8,5,7,5,6,5
Hemicryptophyte,Mentha cervina,Mentha cervina,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Mentha longifolia,Mentha longifolia,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,8,5,7,5,6,5
Hemicryptophyte,Mentha pulegium,Mentha pulegium,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,8,4,7,5,5,6
Hemicryptophyte,Mentha suaveolens,Mentha suaveolens,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,4,7,6,6,6
Helophyte,Menyanthes trifoliata,Menyanthes trifoliata,Menyanthaceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,10,4,7,3,5,5
Therophyte,Mercurialis annua,Mercurialis annua,Euphorbiaceae,Malpighiales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,7,6,6
Geophyte,Mercurialis perennis,Mercurialis perennis,Euphorbiaceae,Malpighiales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,5,6,5
Chamaephyte,Mercurialis tomentosa,Mercurialis tomentosa,Euphorbiaceae,Malpighiales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Meum athamanticum,Meum athamanticum,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,3,4,4
Therophyte,Mibora minima,Mibora minima,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,5,5,7,5,5,7
Therophyte,Micropyrum patens,Micropyrum patens,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Micropyrum tenellum,Micropyrum tenellum,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,4,5,8,3,4,7
Hemicryptophyte,Milium effusum,Milium effusum,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,7,4,5,5,5,5
Therophyte,Minuartia hamata,Minuartia hamata,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Minuartia hybrida subsp. vaillantiana,Minuartia hybrida,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,4,6,7
Therophyte,Minuartia hybrida subsp. hybrida,Minuartia hybrida,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,4,6,7
Chamaephyte,Minuartia rostrata,Minuartia mutabilis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,7,4
Chamaephyte,Minuartia recurva,Minuartia recurva,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,2,4,3
Chamaephyte,Minuartia verna,Minuartia verna,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,3,7,4
Chamaephyte,Minuartia villarii,Minuartia villarii,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,3,7,4
Therophyte,Misopates orontium,Misopates orontium,Plantaginaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Moehringia pentandra,Moehringia pentandra,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,5,5,5,6,5
Therophyte,Moenchia erecta,Moenchia erecta,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,4,5,7
Hemicryptophyte,Molinia arundinacea,Molinia caerulea,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,8,4,7,3,4,5
Hemicryptophyte,Molinia caerulea,Molinia caerulea,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,8,4,7,3,4,5
Geophyte,Hypopitys monotropa,Monotropa hypopitys,Ericaceae,Ericales,Magnoliopsida,Superasterids,Angiosperms,6,5,5,4,5,5
Helophyte,Montia fontana subsp. amporitana,Montia fontana,Montiaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,9,5,7,5,5,5
Helophyte,Montia arvensis,Montia fontana,Montiaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,9,5,7,5,5,5
Therophyte,Moricandia arvensis,Moricandia arvensis,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Murbeckiella boryi,Murbeckiella boryi,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,4,6,8,3,4,4
Geophyte,Muscari baeticum,Muscari baeticum,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Muscari neglectum,Muscari neglectum,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,4,5,8,4,7,6
Hemicryptophyte,Myosotis alpestris subsp. alpestris,Myosotis alpestris,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,4,6,4
Therophyte,Myosotis arvensis,Myosotis arvensis,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Therophyte,Myosotis balbisiana,Myosotis balbisiana,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Hemicryptophyte,Myosotis decumbens subsp. teresiana,Myosotis decumbens,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,5,5
Therophyte,Myosotis discolor subsp. dubia,Myosotis discolor,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Therophyte,Myosotis discolor subsp. discolor,Myosotis discolor,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Therophyte,Myosotis laxa subsp. caespitosa,Myosotis laxa,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Myosotis martini,Myosotis martrinii,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,8,4,6,5,5,6
Therophyte,Myosotis persoonii,Myosotis persoonii,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,2,4,7
Therophyte,Myosotis ramosissima,Myosotis ramosissima,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Therophyte,Myosotis secunda,Myosotis secunda,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,8,4,6,5,5,6
Therophyte,Myosotis sicula,Myosotis sicula,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,8,5,7,5,5,5
Hemicryptophyte,Myosotis stolonifera,Myosotis stolonifera,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,10,4,7,4,5,5
Therophyte,Myosotis stricta,Myosotis stricta,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,5,6,6
Therophyte,Myosurus minimus,Myosurus minimus,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,NA,NA,NA,NA,NA,NA
Hydrophyte,Myriophyllum alterniflorum,Myriophyllum alterniflorum,Haloragaceae,Saxifragales,Magnoliopsida,Superrosids,Angiosperms,12,5,7,5,6,5
Hydrophyte,Myriophyllum spicatum,Myriophyllum spicatum,Haloragaceae,Saxifragales,Magnoliopsida,Superrosids,Angiosperms,10,4,7,5,6,6
Hemicryptophyte,Myrrhis odorata,Myrrhis odorata,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,9,5,7,5,6,5
Therophyte,Chaerophyllum nodosum,Myrrhoides nodosa,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,4,6,5,6,6
Geophyte,Narcissus asturiensis,Narcissus asturiensis,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,4,6,4,5,5
Geophyte,Narcissus nivalis,Narcissus nivalis,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Narcissus poeticus,Narcissus poeticus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Narcissus primigenius,Narcissus primigenius,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,8,4,7,3,3,5
Geophyte,Narcissus pseudonarcissus subsp. nobilis,Narcissus pseudonarcissus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,5,5,5
Geophyte,Narcissus pseudonarcissus subsp. pallidiflorus,Narcissus pseudonarcissus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,5,5,5
Geophyte,Narcissus pseudonarcissus subsp. leonensis,Narcissus pseudonarcissus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,5,5,5
Geophyte,Narcissus pseudonarcissus subsp. minor,Narcissus pseudonarcissus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,5,5,5
Geophyte,Narcissus pseudonarcissus subsp. pseudonarcissus,Narcissus pseudonarcissus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,5,5,5
Geophyte,Narcissus triandrus,Narcissus triandrus,Amaryllidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,4,6,4,4,6
Hemicryptophyte,Nardus stricta,Nardus stricta,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,7,5,7,3,4,5
Hemicryptophyte,Narthecium ossifragum,Narthecium ossifragum,Nartheciaceae,Dioscoreales,Liliopsida,Monocots,Angiosperms,9,4,7,3,3,5
Helophyte,Nasturtium microphyllum,Nasturtium microphyllum,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Helophyte,Nasturtium officinale,Nasturtium officinale,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,10,5,7,6,6,5
Therophyte,Neatostema apulum,Neatostema apulum,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Neoschischkinia truncatula subsp. durieui,Neoschischkinia truncatula,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Neotinea maculata,Neotinea maculata,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Neotinea ustulata,Neotinea ustulata,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,5,7,5,6,5
Geophyte,Neottia nidus-avis,Neottia nidus-avis,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,4,5,5,6,5
Geophyte,Neottia ovata,Neottia ovata,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,4,6,5
Hemicryptophyte,Nepeta cantabrica,Nepeta caerulea,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Nepeta cataria,Nepeta cataria,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,5,6,6
Hemicryptophyte,Nepeta nepetella subsp. aragonensis,Nepeta nepetella,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,8,7
Hemicryptophyte,Nepeta tuberosa,Nepeta tuberosa,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Neslia paniculata subsp. thracica,Neslia paniculata,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,6,7,7
Hemicryptophyte,Noccaea stenoptera,Noccaea stenoptera,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Bartsia spicata,Nothobartsia spicata,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,5,8,4,6,5
Hydrophyte,Nuphar pumila,Nuphar pumila,Nymphaeaceae,Nymphaeales,Magnoliopsida,Nymphaeales,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Ochlopoa supina,Ochlopoa supina,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Odontites tenuifolia,Odontitella virgata,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,6,6
Therophyte,Odontites vernus,Odontites vernus,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,4,7,5,6,6
Therophyte,Odontites viscosus subsp. australis,Odontites viscosus,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,3,6,6
Therophyte,Odontites viscosus subsp. granatensis,Odontites viscosus,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,3,6,6
Hemicryptophyte,Oenanthe crocata,Oenanthe crocata,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,8,4,6,5,5,6
Therophyte,Omphalodes linifolia,Omphalodes linifolia,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Omphalodes nitida,Omphalodes nitida,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,5,5
Chamaephyte,Onobrychis reuteri,Onobrychis reuteri,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,7,6
Hemicryptophyte,Onobrychis supina,Onobrychis supina,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Ononis cristata,Ononis cristata,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Ononis pusilla,Ononis pusilla,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,4,5,8,3,7,6
Therophyte,Ononis reclinata,Ononis reclinata,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,4,4,8,4,6,7
Hemicryptophyte,Ononis spinosa subsp. spinosa,Ononis spinosa,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,6,6
Chamaephyte,Ononis striata,Ononis striata,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,4,5,8,3,7,6
Hemicryptophyte,Onopordum acanthium,Onopordum acanthium,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,6,7,6
Geophyte,Ophioglossum azoricum,Ophioglossum azoricum,Ophioglossaceae,Ophioglossales,Polypodiopsida,Pteridophytes,Pteridophytes,NA,NA,NA,NA,NA,NA
Geophyte,Ophioglossum lusitanicum,Ophioglossum lusitanicum,Ophioglossaceae,Ophioglossales,Polypodiopsida,Pteridophytes,Pteridophytes,NA,NA,NA,NA,NA,NA
Geophyte,Ophioglossum vulgatum,Ophioglossum vulgatum,Ophioglossaceae,Ophioglossales,Polypodiopsida,Pteridophytes,Pteridophytes,6,5,7,5,6,6
Geophyte,Ophrys apifera,Ophrys apifera,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,7,4,6,6
Geophyte,Ophrys fusca,Ophrys fusca,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,4,7,3,6,6
Geophyte,Ophrys insectifera,Ophrys insectifera,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ophrys lutea,Ophrys lutea,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ophrys scolopax,Ophrys scolopax,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,4,8,4,6,6
Geophyte,Ophrys sphegodes subsp. sphegodes,Ophrys sphegodes,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,7,3,7,6
Geophyte,Ophrys sphegodes subsp. passionis,Ophrys sphegodes,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,7,3,7,6
Geophyte,Ophrys sphegodes subsp. litigiosa,Ophrys sphegodes,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,7,3,7,6
Geophyte,Ophrys sphegodes subsp. atrata,Ophrys sphegodes,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,7,3,7,6
Geophyte,Ophrys tenthredinifera,Ophrys tenthredinifera,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,4,8,3,5,6
Geophyte,Orchis anthropophora,Orchis anthropophora,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,5,5,8,3,7,6
Geophyte,Orchis italica,Orchis italica,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orchis mascula subsp. laxifloriformis,Orchis mascula,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,5,7,4,6,5
Geophyte,Orchis mascula,Orchis mascula,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,5,7,4,6,5
Geophyte,Orchis olbiensis,Orchis olbiensis,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orchis pallens,Orchis pallens,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,7,5,6,6,6,5
Geophyte,Orchis provincialis,Orchis provincialis,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orchis purpurea,Orchis purpurea,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orchis spitzelii,Orchis spitzelii,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Oreochloa disticha subsp. blanka,Oreochloa blanka,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,5,5,8,2,4,3
Hemicryptophyte,Oreochloa confusa,Oreochloa confusa,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,4,6,8,3,7,4
Chamaephyte,Origanum vulgare subsp. vulgare,Origanum vulgare,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,4,6,6
Chamaephyte,Origanum vulgare subsp. virens,Origanum vulgare,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,4,6,6
Therophyte,Orlaya daucoides,Orlaya grandiflora,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ornithogalum concinnum,Ornithogalum concinnum,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ornithogalum narbonense,Ornithogalum narbonense,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ornithogalum orthophyllum,Ornithogalum orthophyllum,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Ornithogalum pyrenaicum,Ornithogalum pyrenaicum,Asparagaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,4,6,5,6,6
Therophyte,Ornithopus compressus,Ornithopus compressus,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,7,5,5,7
Therophyte,Ornithopus perpusillus,Ornithopus perpusillus,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,5,6
Therophyte,Ornithopus pinnatus,Ornithopus pinnatus,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,5,7
Therophyte,Ornithopus sativus,Ornithopus sativus,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,5,6
Geophyte,Orobanche alba,Orobanche alba,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,6,6
Geophyte,Orobanche amethystea ,Orobanche amethystea,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,4,7,4,6,6
Geophyte,Phelipanche arenaria,Orobanche arenaria,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche picridis,Orobanche artemisiae-campestris,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche santolinae,Orobanche artemisiae-campestris,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche caryophyllacea,Orobanche caryophyllacea,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,4,8,4,7,6
Geophyte,Orobanche foetida,Orobanche foetida,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche gracilis,Orobanche gracilis,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,7,6
Geophyte,Orobanche grenieri,Orobanche grenieri,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche hederae,Orobanche hederae,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,6,5,6,6
Geophyte,Orobanche lycoctoni,Orobanche lycoctonii,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche minor,Orobanche minor,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,4,8,4,6,7
Geophyte,Phelipanche nana,Orobanche nana,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Phelipanche purpurea,Orobanche purpurea,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche rapum-genistae,Orobanche rapum-genistae,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,7,4,4,6
Geophyte,Orobanche reticulata,Orobanche reticulata,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Orobanche teucrii,Orobanche teucrii,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Ortegia hispanica,Ortegia hispanica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Orthilia secunda,Orthilia secunda,Ericaceae,Ericales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Osmunda regalis,Osmunda regalis,Osmundaceae,Osmundales,Polypodiopsida,Pteridophytes,Pteridophytes,8,4,6,5,5,6
Phanerophyte,Osyris alba,Osyris alba,Santalaceae,Santalales,Magnoliopsida,Superasterids,Angiosperms,5,4,7,4,6,7
Hemicryptophyte,Oxalis acetosella,Oxalis acetosella,Oxalidaceae,Oxalidales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,5,5,5
Hemicryptophyte,Oxytropis foucaudii,Oxytropis foucaudii,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,3,7,4
Hemicryptophyte,Oxytropis halleri,Oxytropis halleri,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,6,8,3,7,4
Hemicryptophyte,Oxytropis neglecta,Oxytropis neglecta,Fabaceae,Fabales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,3,7,4
Geophyte,Paeonia broteri,Paeonia broteri,Paeoniaceae,Saxifragales,Magnoliopsida,Superrosids,Angiosperms,5,5,7,4,6,6
Geophyte,Paeonia mascula,Paeonia mascula,Paeoniaceae,Saxifragales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Paeonia officinalis subsp. microcarpa,Paeonia officinalis,Paeoniaceae,Saxifragales,Magnoliopsida,Superrosids,Angiosperms,5,5,6,4,7,6
Hemicryptophyte,Pallenis spinosa,Pallenis spinosa,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,4,5,7,4,7,7
Therophyte,Papaver argemone,Papaver argemone,Papaveraceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,5,5,7,6,6,7
Hemicryptophyte,Meconopsis cambrica,Papaver cambricum,Papaveraceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,7,4,5,5,6,5
Therophyte,Papaver dubium,Papaver dubium,Papaveraceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,5,5,7,6,6,6
Therophyte,Papaver hybridum,Papaver hybridum,Papaveraceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,5,5,7,6,6,7
Therophyte,Papaver rhoeas,Papaver rhoeas,Papaveraceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,5,5,7,6,6,6
Hemicryptophyte,Cynoglossum cheirifolium,Pardoglossum cheirifolium,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Parentucellia latifolia,Parentucellia latifolia,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,5,5,7
Therophyte,Parentucellia viscosa,Parentucellia viscosa,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,7,5,5,6
Chamaephyte,Parietaria judaica,Parietaria judaica,Urticaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,7,7
Geophyte,Paris quadrifolia,Paris quadrifolia,Melanthiaceae,Liliales,Liliopsida,Monocots,Angiosperms,7,5,5,5,5,5
Hemicryptophyte,Parnassia palustris,Parnassia palustris,Celastraceae,Celastrales,Magnoliopsida,Superrosids,Angiosperms,9,5,7,3,5,5
Chamaephyte,Paronychia argentea,Paronychia argentea,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Paronychia capitata,Paronychia capitata,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Paronychia kapela subsp. kapela,Paronychia kapela,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,7,5
Chamaephyte,Paronychia kapela subsp. serpyllifolia,Paronychia kapela,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,7,5
Chamaephyte,Paronychia polygonifolia,Paronychia polygonifolia,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,3,4
Hemicryptophyte,Pastinaca sativa,Pastinaca sativa,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,7,6
